"Lake_ID","Sample1","Sample2","Date1","Date2","TimeDiff_days","predator","nutrients","distance","component"
"L7","L7_0.45_April22","L7_0.45_March23",2022-04-21,2023-03-28,341,0,0,0.695238095238095,"Total (SOR)"
"L7","L7_0.45_April22","L7_0.45_Apr23",2022-04-21,2023-05-03,377,0,0,0.615384615384615,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_June22",2022-05-19,2022-06-23,35,0,0,0.441860465116279,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_July22",2022-05-19,2022-07-21,63,0,0,0.52,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_Aug22",2022-05-19,2022-08-18,91,0,0,0.655172413793103,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_Sept22",2022-05-19,2022-09-22,126,0,0,0.737704918032787,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_Oct22",2022-05-19,2022-10-21,155,0,0,0.662921348314607,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_Nov22",2022-05-19,2022-11-18,183,0,0,0.759259259259259,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_Dec22",2022-05-19,2022-12-15,210,0,0,0.68,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_Janv23",2022-05-19,2023-01-25,251,0,0,0.774193548387097,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45B_Feb23",2022-05-19,2023-02-21,278,0,0,0.731707317073171,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_March23",2022-05-19,2023-03-28,313,0,0,0.72,"Total (SOR)"
"L7","L7_0.45_May22","L7_0.45_Apr23",2022-05-19,2023-05-03,349,0,0,0.737373737373737,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45_July22",2022-06-23,2022-07-21,28,0,0,0.559322033898305,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45_Aug22",2022-06-23,2022-08-18,56,0,0,0.5625,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45_Sept22",2022-06-23,2022-09-22,91,0,0,0.66412213740458,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45_Oct22",2022-06-23,2022-10-21,120,0,0,0.653061224489796,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45_Nov22",2022-06-23,2022-11-18,148,0,0,0.692307692307692,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45_Dec22",2022-06-23,2022-12-15,175,0,0,0.627118644067797,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45_Janv23",2022-06-23,2023-01-25,216,0,0,0.661971830985915,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45B_Feb23",2022-06-23,2023-02-21,243,0,0,0.67032967032967,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45_March23",2022-06-23,2023-03-28,278,0,0,0.688073394495413,"Total (SOR)"
"L7","L7_0.45_June22","L7_0.45_Apr23",2022-06-23,2023-05-03,314,0,0,0.648148148148148,"Total (SOR)"
"L7","L7_0.45_July22","L7_0.45_Aug22",2022-07-21,2022-08-18,28,0,0,0.514563106796116,"Total (SOR)"
"L7","L7_0.45_July22","L7_0.45_Sept22",2022-07-21,2022-09-22,63,0,0,0.623188405797101,"Total (SOR)"
"L7","L7_0.45_July22","L7_0.45_Oct22",2022-07-21,2022-10-21,92,0,0,0.542857142857143,"Total (SOR)"
"L7","L7_0.45_July22","L7_0.45_Nov22",2022-07-21,2022-11-18,120,0,0,0.693548387096774,"Total (SOR)"
"L7","L7_0.45_July22","L7_0.45_Dec22",2022-07-21,2022-12-15,147,0,0,0.606060606060606,"Total (SOR)"
"L7","L7_0.45_July22","L7_0.45_Janv23",2022-07-21,2023-01-25,188,0,0,0.666666666666667,"Total (SOR)"
"L7","L7_0.45_July22","L7_0.45B_Feb23",2022-07-21,2023-02-21,215,0,0,0.63265306122449,"Total (SOR)"
"L7","L7_0.45_July22","L7_0.45_March23",2022-07-21,2023-03-28,250,0,0,0.672413793103448,"Total (SOR)"
"L7","L7_0.45_July22","L7_0.45_Apr23",2022-07-21,2023-05-03,286,0,0,0.669565217391304,"Total (SOR)"
"L7","L7_0.45_Aug22","L7_0.45_Sept22",2022-08-18,2022-09-22,35,0,0,0.36,"Total (SOR)"
"L7","L7_0.45_Aug22","L7_0.45_Oct22",2022-08-18,2022-10-21,64,0,0,0.450704225352113,"Total (SOR)"
"L7","L7_0.45_Aug22","L7_0.45_Nov22",2022-08-18,2022-11-18,92,0,0,0.428571428571429,"Total (SOR)"
"L7","L7_0.45_Aug22","L7_0.45_Dec22",2022-08-18,2022-12-15,119,0,0,0.533980582524272,"Total (SOR)"
"L7","L7_0.45_Aug22","L7_0.45_Janv23",2022-08-18,2023-01-25,160,0,0,0.547826086956522,"Total (SOR)"
"L7","L7_0.45_Aug22","L7_0.45B_Feb23",2022-08-18,2023-02-21,187,0,0,0.481481481481481,"Total (SOR)"
"L7","L7_0.45_Aug22","L7_0.45_March23",2022-08-18,2023-03-28,222,0,0,0.503267973856209,"Total (SOR)"
"L7","L7_0.45_Aug22","L7_0.45_Apr23",2022-08-18,2023-05-03,258,0,0,0.394736842105263,"Total (SOR)"
"L7","L7_0.45_Sept22","L7_0.45_Oct22",2022-09-22,2022-10-21,29,0,0,0.367231638418079,"Total (SOR)"
"L7","L7_0.45_Sept22","L7_0.45_Nov22",2022-09-22,2022-11-18,57,0,0,0.326530612244898,"Total (SOR)"
"L7","L7_0.45_Sept22","L7_0.45_Dec22",2022-09-22,2022-12-15,84,0,0,0.623188405797101,"Total (SOR)"
"L7","L7_0.45_Sept22","L7_0.45_Janv23",2022-09-22,2023-01-25,125,0,0,0.52,"Total (SOR)"
"L7","L7_0.45_Sept22","L7_0.45B_Feb23",2022-09-22,2023-02-21,152,0,0,0.435294117647059,"Total (SOR)"
"L7","L7_0.45_Sept22","L7_0.45_March23",2022-09-22,2023-03-28,187,0,0,0.393617021276596,"Total (SOR)"
"L7","L7_0.45_Sept22","L7_0.45_Apr23",2022-09-22,2023-05-03,223,0,0,0.358288770053476,"Total (SOR)"
"L7","L7_0.45_Oct22","L7_0.45_Nov22",2022-10-21,2022-11-18,28,0,0,0.312883435582822,"Total (SOR)"
"L7","L7_0.45_Oct22","L7_0.45_Dec22",2022-10-21,2022-12-15,55,0,0,0.580952380952381,"Total (SOR)"
"L7","L7_0.45_Oct22","L7_0.45_Janv23",2022-10-21,2023-01-25,96,0,0,0.521367521367521,"Total (SOR)"
"L7","L7_0.45_Oct22","L7_0.45B_Feb23",2022-10-21,2023-02-21,123,0,0,0.445255474452555,"Total (SOR)"
"L7","L7_0.45_Oct22","L7_0.45_March23",2022-10-21,2023-03-28,158,0,0,0.419354838709677,"Total (SOR)"
"L7","L7_0.45_Oct22","L7_0.45_Apr23",2022-10-21,2023-05-03,194,0,0,0.441558441558442,"Total (SOR)"
"L7","L7_0.45_Nov22","L7_0.45_Dec22",2022-11-18,2022-12-15,27,0,0,0.612903225806452,"Total (SOR)"
"L7","L7_0.45_Nov22","L7_0.45_Janv23",2022-11-18,2023-01-25,68,0,0,0.514705882352941,"Total (SOR)"
"L7","L7_0.45_Nov22","L7_0.45B_Feb23",2022-11-18,2023-02-21,95,0,0,0.41025641025641,"Total (SOR)"
"L7","L7_0.45_Nov22","L7_0.45_March23",2022-11-18,2023-03-28,130,0,0,0.333333333333333,"Total (SOR)"
"L7","L7_0.45_Nov22","L7_0.45_Apr23",2022-11-18,2023-05-03,166,0,0,0.352601156069364,"Total (SOR)"
"L7","L7_0.45_Dec22","L7_0.45_Janv23",2022-12-15,2023-01-25,41,0,0,0.435897435897436,"Total (SOR)"
"L7","L7_0.45_Dec22","L7_0.45B_Feb23",2022-12-15,2023-02-21,68,0,0,0.530612244897959,"Total (SOR)"
"L7","L7_0.45_Dec22","L7_0.45_March23",2022-12-15,2023-03-28,103,0,0,0.637931034482759,"Total (SOR)"
"L7","L7_0.45_Dec22","L7_0.45_Apr23",2022-12-15,2023-05-03,139,0,0,0.582608695652174,"Total (SOR)"
"L7","L7_0.45_Janv23","L7_0.45B_Feb23",2023-01-25,2023-02-21,27,0,0,0.345454545454545,"Total (SOR)"
"L7","L7_0.45_Janv23","L7_0.45_March23",2023-01-25,2023-03-28,62,0,0,0.421875,"Total (SOR)"
"L7","L7_0.45_Janv23","L7_0.45_Apr23",2023-01-25,2023-05-03,98,0,0,0.433070866141732,"Total (SOR)"
"L7","L7_0.45B_Feb23","L7_0.45_March23",2023-02-21,2023-03-28,35,0,0,0.337837837837838,"Total (SOR)"
"L7","L7_0.45B_Feb23","L7_0.45_Apr23",2023-02-21,2023-05-03,71,0,0,0.360544217687075,"Total (SOR)"
"L7","L7_0.45_March23","L7_0.45_Apr23",2023-03-28,2023-05-03,36,0,0,0.224242424242424,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_May22",2022-04-21,2022-05-19,28,0,1,0.376623376623377,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_June22",2022-04-21,2022-06-23,63,0,1,0.607142857142857,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_July22",2022-04-21,2022-07-21,91,0,1,0.71875,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_Aug22",2022-04-21,2022-08-18,119,0,1,0.727272727272727,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_Sept22",2022-04-21,2022-09-22,154,0,1,0.780487804878049,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_Oct22",2022-04-21,2022-10-21,183,0,1,0.566265060240964,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45B_Nov22",2022-04-21,2022-11-18,211,0,1,0.59375,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_Dec22",2022-04-21,2022-12-15,238,0,1,0.642105263157895,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_Janv23",2022-04-21,2023-01-25,279,0,1,0.727272727272727,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_Feb23",2022-04-21,2023-02-21,306,0,1,0.540540540540541,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_March23",2022-04-21,2023-03-28,341,0,1,0.573770491803279,"Total (SOR)"
"L8","L8_0.45_April22","L8_0.45_Apr23",2022-04-21,2023-05-03,377,0,1,0.603603603603604,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_June22",2022-05-19,2022-06-23,35,0,1,0.578947368421053,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_July22",2022-05-19,2022-07-21,63,0,1,0.569230769230769,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_Aug22",2022-05-19,2022-08-18,91,0,1,0.641791044776119,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_Sept22",2022-05-19,2022-09-22,126,0,1,0.686746987951807,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_Oct22",2022-05-19,2022-10-21,155,0,1,0.571428571428571,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45B_Nov22",2022-05-19,2022-11-18,183,0,1,0.565891472868217,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_Dec22",2022-05-19,2022-12-15,210,0,1,0.625,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_Janv23",2022-05-19,2023-01-25,251,0,1,0.791044776119403,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_Feb23",2022-05-19,2023-02-21,278,0,1,0.6,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_March23",2022-05-19,2023-03-28,313,0,1,0.51219512195122,"Total (SOR)"
"L8","L8_0.45_May22","L8_0.45_Apr23",2022-05-19,2023-05-03,349,0,1,0.464285714285714,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45_July22",2022-06-23,2022-07-21,28,0,1,0.681818181818182,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45_Aug22",2022-06-23,2022-08-18,56,0,1,0.521739130434783,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45_Sept22",2022-06-23,2022-09-22,91,0,1,0.741935483870968,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45_Oct22",2022-06-23,2022-10-21,120,0,1,0.650793650793651,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45B_Nov22",2022-06-23,2022-11-18,148,0,1,0.722222222222222,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45_Dec22",2022-06-23,2022-12-15,175,0,1,0.786666666666667,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45_Janv23",2022-06-23,2023-01-25,216,0,1,0.782608695652174,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45_Feb23",2022-06-23,2023-02-21,243,0,1,0.777777777777778,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45_March23",2022-06-23,2023-03-28,278,0,1,0.745098039215686,"Total (SOR)"
"L8","L8_0.45_June22","L8_0.45_Apr23",2022-06-23,2023-05-03,314,0,1,0.802197802197802,"Total (SOR)"
"L8","L8_0.45_July22","L8_0.45_Aug22",2022-07-21,2022-08-18,28,0,1,0.555555555555556,"Total (SOR)"
"L8","L8_0.45_July22","L8_0.45_Sept22",2022-07-21,2022-09-22,63,0,1,0.657142857142857,"Total (SOR)"
"L8","L8_0.45_July22","L8_0.45_Oct22",2022-07-21,2022-10-21,92,0,1,0.690140845070423,"Total (SOR)"
"L8","L8_0.45_July22","L8_0.45B_Nov22",2022-07-21,2022-11-18,120,0,1,0.672413793103448,"Total (SOR)"
"L8","L8_0.45_July22","L8_0.45_Dec22",2022-07-21,2022-12-15,147,0,1,0.759036144578313,"Total (SOR)"
"L8","L8_0.45_July22","L8_0.45_Janv23",2022-07-21,2023-01-25,188,0,1,0.851851851851852,"Total (SOR)"
"L8","L8_0.45_July22","L8_0.45_Feb23",2022-07-21,2023-02-21,215,0,1,0.838709677419355,"Total (SOR)"
"L8","L8_0.45_July22","L8_0.45_March23",2022-07-21,2023-03-28,250,0,1,0.672727272727273,"Total (SOR)"
"L8","L8_0.45_July22","L8_0.45_Apr23",2022-07-21,2023-05-03,286,0,1,0.636363636363636,"Total (SOR)"
"L8","L8_0.45_Aug22","L8_0.45_Sept22",2022-08-18,2022-09-22,35,0,1,0.444444444444444,"Total (SOR)"
"L8","L8_0.45_Aug22","L8_0.45_Oct22",2022-08-18,2022-10-21,64,0,1,0.506849315068493,"Total (SOR)"
"L8","L8_0.45_Aug22","L8_0.45B_Nov22",2022-08-18,2022-11-18,92,0,1,0.627118644067797,"Total (SOR)"
"L8","L8_0.45_Aug22","L8_0.45_Dec22",2022-08-18,2022-12-15,119,0,1,0.576470588235294,"Total (SOR)"
"L8","L8_0.45_Aug22","L8_0.45_Janv23",2022-08-18,2023-01-25,160,0,1,0.678571428571429,"Total (SOR)"
"L8","L8_0.45_Aug22","L8_0.45_Feb23",2022-08-18,2023-02-21,187,0,1,0.6875,"Total (SOR)"
"L8","L8_0.45_Aug22","L8_0.45_March23",2022-08-18,2023-03-28,222,0,1,0.642857142857143,"Total (SOR)"
"L8","L8_0.45_Aug22","L8_0.45_Apr23",2022-08-18,2023-05-03,258,0,1,0.722772277227723,"Total (SOR)"
"L8","L8_0.45_Sept22","L8_0.45_Oct22",2022-09-22,2022-10-21,29,0,1,0.438202247191011,"Total (SOR)"
"L8","L8_0.45_Sept22","L8_0.45B_Nov22",2022-09-22,2022-11-18,57,0,1,0.522388059701492,"Total (SOR)"
"L8","L8_0.45_Sept22","L8_0.45_Dec22",2022-09-22,2022-12-15,84,0,1,0.584158415841584,"Total (SOR)"
"L8","L8_0.45_Sept22","L8_0.45_Janv23",2022-09-22,2023-01-25,125,0,1,0.694444444444444,"Total (SOR)"
"L8","L8_0.45_Sept22","L8_0.45_Feb23",2022-09-22,2023-02-21,152,0,1,0.725,"Total (SOR)"
"L8","L8_0.45_Sept22","L8_0.45_March23",2022-09-22,2023-03-28,187,0,1,0.578125,"Total (SOR)"
"L8","L8_0.45_Sept22","L8_0.45_Apr23",2022-09-22,2023-05-03,223,0,1,0.572649572649573,"Total (SOR)"
"L8","L8_0.45_Oct22","L8_0.45B_Nov22",2022-10-21,2022-11-18,28,0,1,0.466666666666667,"Total (SOR)"
"L8","L8_0.45_Oct22","L8_0.45_Dec22",2022-10-21,2022-12-15,55,0,1,0.549019607843137,"Total (SOR)"
"L8","L8_0.45_Oct22","L8_0.45_Janv23",2022-10-21,2023-01-25,96,0,1,0.643835616438356,"Total (SOR)"
"L8","L8_0.45_Oct22","L8_0.45_Feb23",2022-10-21,2023-02-21,123,0,1,0.604938271604938,"Total (SOR)"
"L8","L8_0.45_Oct22","L8_0.45_March23",2022-10-21,2023-03-28,158,0,1,0.472868217054264,"Total (SOR)"
"L8","L8_0.45_Oct22","L8_0.45_Apr23",2022-10-21,2023-05-03,194,0,1,0.525423728813559,"Total (SOR)"
"L8","L8_0.45B_Nov22","L8_0.45_Dec22",2022-11-18,2022-12-15,27,0,1,0.442176870748299,"Total (SOR)"
"L8","L8_0.45B_Nov22","L8_0.45_Janv23",2022-11-18,2023-01-25,68,0,1,0.677966101694915,"Total (SOR)"
"L8","L8_0.45B_Nov22","L8_0.45_Feb23",2022-11-18,2023-02-21,95,0,1,0.571428571428571,"Total (SOR)"
"L8","L8_0.45B_Nov22","L8_0.45_March23",2022-11-18,2023-03-28,130,0,1,0.379310344827586,"Total (SOR)"
"L8","L8_0.45B_Nov22","L8_0.45_Apr23",2022-11-18,2023-05-03,166,0,1,0.361963190184049,"Total (SOR)"
"L8","L8_0.45_Dec22","L8_0.45_Janv23",2022-12-15,2023-01-25,41,0,1,0.529411764705882,"Total (SOR)"
"L8","L8_0.45_Dec22","L8_0.45_Feb23",2022-12-15,2023-02-21,68,0,1,0.462365591397849,"Total (SOR)"
"L8","L8_0.45_Dec22","L8_0.45_March23",2022-12-15,2023-03-28,103,0,1,0.432624113475177,"Total (SOR)"
"L8","L8_0.45_Dec22","L8_0.45_Apr23",2022-12-15,2023-05-03,139,0,1,0.430769230769231,"Total (SOR)"
"L8","L8_0.45_Janv23","L8_0.45_Feb23",2023-01-25,2023-02-21,27,0,1,0.4375,"Total (SOR)"
"L8","L8_0.45_Janv23","L8_0.45_March23",2023-01-25,2023-03-28,62,0,1,0.589285714285714,"Total (SOR)"
"L8","L8_0.45_Janv23","L8_0.45_Apr23",2023-01-25,2023-05-03,98,0,1,0.623762376237624,"Total (SOR)"
"L8","L8_0.45_Feb23","L8_0.45_March23",2023-02-21,2023-03-28,35,0,1,0.55,"Total (SOR)"
"L8","L8_0.45_Feb23","L8_0.45_Apr23",2023-02-21,2023-05-03,71,0,1,0.541284403669725,"Total (SOR)"
"L8","L8_0.45_March23","L8_0.45_Apr23",2023-03-28,2023-05-03,36,0,1,0.222929936305732,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_May22",2022-04-21,2022-05-19,28,1,1,0.387096774193548,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_June22",2022-04-21,2022-06-23,63,1,1,0.558441558441558,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45B_July22",2022-04-21,2022-07-21,91,1,1,0.577777777777778,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_Aug22",2022-04-21,2022-08-18,119,1,1,0.5625,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_Sept22",2022-04-21,2022-09-22,154,1,1,0.612903225806452,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_Oct22",2022-04-21,2022-10-21,183,1,1,0.563636363636364,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_Nov22",2022-04-21,2022-11-18,211,1,1,0.722222222222222,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_Dec22",2022-04-21,2022-12-15,238,1,1,0.523809523809524,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_Janv23",2022-04-21,2023-01-25,279,1,1,0.878787878787879,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_Feb23",2022-04-21,2023-02-21,306,1,1,0.736842105263158,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_March23",2022-04-21,2023-03-28,341,1,1,0.611650485436893,"Total (SOR)"
"L9","L9_0.45_April22","L9_0.45_Apr23",2022-04-21,2023-05-03,377,1,1,0.56,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_June22",2022-05-19,2022-06-23,35,1,1,0.506172839506173,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45B_July22",2022-05-19,2022-07-21,63,1,1,0.595744680851064,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_Aug22",2022-05-19,2022-08-18,91,1,1,0.58,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_Sept22",2022-05-19,2022-09-22,126,1,1,0.640625,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_Oct22",2022-05-19,2022-10-21,155,1,1,0.559322033898305,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_Nov22",2022-05-19,2022-11-18,183,1,1,0.75,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_Dec22",2022-05-19,2022-12-15,210,1,1,0.608695652173913,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_Janv23",2022-05-19,2023-01-25,251,1,1,0.891891891891892,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_Feb23",2022-05-19,2023-02-21,278,1,1,0.761904761904762,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_March23",2022-05-19,2023-03-28,313,1,1,0.663551401869159,"Total (SOR)"
"L9","L9_0.45_May22","L9_0.45_Apr23",2022-05-19,2023-05-03,349,1,1,0.615384615384615,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45B_July22",2022-06-23,2022-07-21,28,1,1,0.467889908256881,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45_Aug22",2022-06-23,2022-08-18,56,1,1,0.478260869565217,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45_Sept22",2022-06-23,2022-09-22,91,1,1,0.566433566433566,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45_Oct22",2022-06-23,2022-10-21,120,1,1,0.567567567567568,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45_Nov22",2022-06-23,2022-11-18,148,1,1,0.781818181818182,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45_Dec22",2022-06-23,2022-12-15,175,1,1,0.704918032786885,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45_Janv23",2022-06-23,2023-01-25,216,1,1,0.884615384615385,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45_Feb23",2022-06-23,2023-02-21,243,1,1,0.789473684210526,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45_March23",2022-06-23,2023-03-28,278,1,1,0.540983606557377,"Total (SOR)"
"L9","L9_0.45_June22","L9_0.45_Apr23",2022-06-23,2023-05-03,314,1,1,0.529411764705882,"Total (SOR)"
"L9","L9_0.45B_July22","L9_0.45_Aug22",2022-07-21,2022-08-18,28,1,1,0.390625,"Total (SOR)"
"L9","L9_0.45B_July22","L9_0.45_Sept22",2022-07-21,2022-09-22,63,1,1,0.474358974358974,"Total (SOR)"
"L9","L9_0.45B_July22","L9_0.45_Oct22",2022-07-21,2022-10-21,92,1,1,0.609195402298851,"Total (SOR)"
"L9","L9_0.45B_July22","L9_0.45_Nov22",2022-07-21,2022-11-18,120,1,1,0.852941176470588,"Total (SOR)"
"L9","L9_0.45B_July22","L9_0.45_Dec22",2022-07-21,2022-12-15,147,1,1,0.783783783783784,"Total (SOR)"
"L9","L9_0.45B_July22","L9_0.45_Janv23",2022-07-21,2023-01-25,188,1,1,0.938461538461538,"Total (SOR)"
"L9","L9_0.45B_July22","L9_0.45_Feb23",2022-07-21,2023-02-21,215,1,1,0.771428571428571,"Total (SOR)"
"L9","L9_0.45B_July22","L9_0.45_March23",2022-07-21,2023-03-28,250,1,1,0.481481481481481,"Total (SOR)"
"L9","L9_0.45B_July22","L9_0.45_Apr23",2022-07-21,2023-05-03,286,1,1,0.454545454545455,"Total (SOR)"
"L9","L9_0.45_Aug22","L9_0.45_Sept22",2022-08-18,2022-09-22,35,1,1,0.333333333333333,"Total (SOR)"
"L9","L9_0.45_Aug22","L9_0.45_Oct22",2022-08-18,2022-10-21,64,1,1,0.67741935483871,"Total (SOR)"
"L9","L9_0.45_Aug22","L9_0.45_Nov22",2022-08-18,2022-11-18,92,1,1,0.891891891891892,"Total (SOR)"
"L9","L9_0.45_Aug22","L9_0.45_Dec22",2022-08-18,2022-12-15,119,1,1,0.8,"Total (SOR)"
"L9","L9_0.45_Aug22","L9_0.45_Janv23",2022-08-18,2023-01-25,160,1,1,0.943661971830986,"Total (SOR)"
"L9","L9_0.45_Aug22","L9_0.45_Feb23",2022-08-18,2023-02-21,187,1,1,0.868421052631579,"Total (SOR)"
"L9","L9_0.45_Aug22","L9_0.45_March23",2022-08-18,2023-03-28,222,1,1,0.531914893617021,"Total (SOR)"
"L9","L9_0.45_Aug22","L9_0.45_Apr23",2022-08-18,2023-05-03,258,1,1,0.478260869565217,"Total (SOR)"
"L9","L9_0.45_Sept22","L9_0.45_Oct22",2022-09-22,2022-10-21,29,1,1,0.702479338842975,"Total (SOR)"
"L9","L9_0.45_Sept22","L9_0.45_Nov22",2022-09-22,2022-11-18,57,1,1,0.882352941176471,"Total (SOR)"
"L9","L9_0.45_Sept22","L9_0.45_Dec22",2022-09-22,2022-12-15,84,1,1,0.833333333333333,"Total (SOR)"
"L9","L9_0.45_Sept22","L9_0.45_Janv23",2022-09-22,2023-01-25,125,1,1,0.95959595959596,"Total (SOR)"
"L9","L9_0.45_Sept22","L9_0.45_Feb23",2022-09-22,2023-02-21,152,1,1,0.884615384615385,"Total (SOR)"
"L9","L9_0.45_Sept22","L9_0.45_March23",2022-09-22,2023-03-28,187,1,1,0.396449704142012,"Total (SOR)"
"L9","L9_0.45_Sept22","L9_0.45_Apr23",2022-09-22,2023-05-03,223,1,1,0.44578313253012,"Total (SOR)"
"L9","L9_0.45_Oct22","L9_0.45_Nov22",2022-10-21,2022-11-18,28,1,1,0.696969696969697,"Total (SOR)"
"L9","L9_0.45_Oct22","L9_0.45_Dec22",2022-10-21,2022-12-15,55,1,1,0.538461538461538,"Total (SOR)"
"L9","L9_0.45_Oct22","L9_0.45_Janv23",2022-10-21,2023-01-25,96,1,1,0.8,"Total (SOR)"
"L9","L9_0.45_Oct22","L9_0.45_Feb23",2022-10-21,2023-02-21,123,1,1,0.6,"Total (SOR)"
"L9","L9_0.45_Oct22","L9_0.45_March23",2022-10-21,2023-03-28,158,1,1,0.64,"Total (SOR)"
"L9","L9_0.45_Oct22","L9_0.45_Apr23",2022-10-21,2023-05-03,194,1,1,0.608247422680412,"Total (SOR)"
"L9","L9_0.45_Nov22","L9_0.45_Dec22",2022-11-18,2022-12-15,27,1,1,0.4,"Total (SOR)"
"L9","L9_0.45_Nov22","L9_0.45_Janv23",2022-11-18,2023-01-25,68,1,1,0.454545454545455,"Total (SOR)"
"L9","L9_0.45_Nov22","L9_0.45_Feb23",2022-11-18,2023-02-21,95,1,1,0.625,"Total (SOR)"
"L9","L9_0.45_Nov22","L9_0.45_March23",2022-11-18,2023-03-28,130,1,1,0.851851851851852,"Total (SOR)"
"L9","L9_0.45_Nov22","L9_0.45_Apr23",2022-11-18,2023-05-03,166,1,1,0.846153846153846,"Total (SOR)"
"L9","L9_0.45_Dec22","L9_0.45_Janv23",2022-12-15,2023-01-25,41,1,1,0.647058823529412,"Total (SOR)"
"L9","L9_0.45_Dec22","L9_0.45_Feb23",2022-12-15,2023-02-21,68,1,1,0.636363636363636,"Total (SOR)"
"L9","L9_0.45_Dec22","L9_0.45_March23",2022-12-15,2023-03-28,103,1,1,0.770114942528736,"Total (SOR)"
